,name,party,label,link
304,Pietraszewska Danuta,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=298&type=A
305,Pietrzczyk Lucjan Marek,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=299&type=A
306,Pięta Jarosław,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=300&type=A
307,Pięta Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=301&type=A
308,Piontkowski Dariusz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=302&type=A
309,Piotrowicz Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=303&type=A
310,Piotrowska Teresa,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=304&type=A
311,Plocke Kazimierz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=306&type=A
312,Pluta Mirosław,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=308&type=A
313,Polaczek Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=309&type=A
314,Polak Marek,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=310&type=A
315,Polak Piotr,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=311&type=A
316,Pomaska Agnieszka,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=312&type=A
317,Popiołek Krzysztof,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=313&type=A
318,Popiołek Zofia,RP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=314&type=A
319,Poręba Marek,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=511&type=A
320,Poznański Marek,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=316&type=A
321,Prządka Stanisława,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=317&type=A
322,Pyzik Piotr,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=318&type=A
323,Racki Józef,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=319&type=A
324,Raczkowski Damian,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=320&type=A
325,Radziszewska Elżbieta,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=321&type=A
326,Rafalska Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=322&type=A
327,Raniewicz Grzegorz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=323&type=A
328,Raś Ireneusz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=324&type=A
329,Rogacki Adam,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=326&type=A
330,Rojek Józef,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=327&type=A
331,Romanek Andrzej,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=328&type=A
332,Rozenek Andrzej,BC,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=330&type=A
333,Rozpondek Halina,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=331&type=A
334,Rusecka Urszula,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=512&type=A
335,Rusinowska Beata,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=481&type=A
336,Rutkowska Dorota,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=333&type=A
337,Rutnicki Jakub,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=334&type=A
338,Rybakowicz Adam,RP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=335&type=A
339,Ryfiński Armand Kamil,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=337&type=A
340,Rząsa Marek,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=339&type=A
341,Rzońca Bogdan,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=340&type=A
342,Rzymełka Jan,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=482&type=A
343,Sajak Paweł,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=342&type=A
344,Sasin Jacek,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=344&type=A
345,Sawicki Marek,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=345&type=A
346,Sądel Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=483&type=A
347,Schetyna Grzegorz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=346&type=A
348,Schreiber Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=347&type=A
349,Sekuła-Szmajdzińska Małgorzata,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=348&type=A
350,Seliga Dariusz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=349&type=A
351,Sellin Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=350&type=A
352,Siarka Edward,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=351&type=A
353,Sibińska Krystyna,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=352&type=A
354,Siedlaczek Henryk,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=353&type=A
355,Sikorski Radosław,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=354&type=A
356,Skowrońska Krystyna,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=355&type=A
357,Sławiak Bożena,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=356&type=A
358,Sługocki Waldemar,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=357&type=A
359,Smirnow Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=484&type=A
360,Smolarz Henryk,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=462&type=A
361,Smoliński Kazimierz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=485&type=A
362,Sobecka Anna Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=359&type=A
363,Sobierajski Czesław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=491&type=A
364,Sońta Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=486&type=A
365,Sosna Aleksander,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=487&type=A
366,Sosnowski Zbigniew,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=360&type=A
367,Sprawka Lech,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=361&type=A
368,Stachowicz Katarzyna,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=504&type=A
369,Staroń Lidia,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=362&type=A
370,Stawiarski Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=498&type=A
371,Stefaniuk Franciszek Jerzy,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=363&type=A
372,Stolarski Marek,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=364&type=A
373,Strzałkowski Stefan,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=365&type=A
374,Stuligrosz Michał,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=488&type=A
375,Suchowiejko Wiesław,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=366&type=A
376,Suski Marek,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=367&type=A
377,Suski Paweł,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=368&type=A
378,Szałamacha Paweł,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=370&type=A
379,Szarama Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=371&type=A
380,Szczerba Michał,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=372&type=A
381,Szczypińska Jolanta,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=374&type=A
382,Szeliga Piotr,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=376&type=A
383,Szlachta Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=377&type=A
384,Szmit Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=378&type=A
385,Sztolcman Grzegorz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=379&type=A
386,Sztorc Andrzej,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=380&type=A
387,Szumilas Krystyna,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=382&type=A
388,Szwed Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=383&type=A
389,Szydło Beata,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=384&type=A
390,Szydłowska Bożena,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=385&type=A
391,Szymański Tomasz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=386&type=A
392,Szymiec-Raczyńska Halina,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=387&type=A
393,Szyszko Jan,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=388&type=A
394,Śledzińska-Katarasińska Iwona,PO,wiceprzewodnicząca klubu,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=389&type=A
395,Śniadek Janusz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=390&type=A
396,Świat Jacek,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=391&type=A
397,Święcicki Marcin,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=392&type=A
398,Świło Teresa,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=472&type=A
399,Tchórzewski Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=394&type=A
400,Telus Robert,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=395&type=A
401,Terlecki Ryszard,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=396&type=A
402,Tobiszowski Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=397&type=A
403,Tokarska Genowefa,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=398&type=A
404,Tomański Piotr,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=399&type=A
405,Tomaszak-Zesiuk Irena,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=473&type=A
406,Tomaszewski Jan,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=400&type=A
407,Tomaszewski Tadeusz,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=401&type=A
408,Tomczak Jacek,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=402&type=A
409,Tomczyk Cezary,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=403&type=A
410,Tomczykiewicz Tomasz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=404&type=A
411,Trybuś-Cieślar Aleksandra,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=405&type=A
412,Tusk Łukasz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=471&type=A
413,Tyszkiewicz Robert,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=407&type=A
414,Van der Coghen Piotr,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=409&type=A
415,Vincent-Rostowski Jan,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=410&type=A
416,Walkowski Piotr,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=411&type=A
417,Wardzała Robert,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=412&type=A
418,Warzecha Jan,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=413&type=A
419,Waszczykowski Witold,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=414&type=A
420,Wenderlich Jerzy,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=415&type=A
421,Wielichowska Monika,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=416&type=A
422,Wipler Przemysław,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=417&type=A
423,Witczak Mariusz,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=419&type=A
424,Witek Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=420&type=A
425,Wojnarowski Norbert,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=424&type=A
426,Wojtkiewicz Michał,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=425&type=A
427,Wolak Ewa,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=427&type=A
428,Wontor Bogusław,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=428&type=A
429,Woźniak Grzegorz Adam,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=429&type=A
430,Woźniak Małgorzata,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=507&type=A
431,Woźniak Tadeusz,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=430&type=A
432,Wójcik Marek,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=431&type=A
433,Wróbel Marzena Dorota,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=432&type=A
434,Wydrzyński Maciej,RP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=433&type=A
435,Wziątek Stanisław,SLD,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=434&type=A
436,Zaborowski Zbyszek,SLD,zastępca przewodniczącego klubu,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=435&type=A
437,Zakrzewska Jadwiga,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=436&type=A
438,Zalewska Anna,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=437&type=A
439,Zaremba Renata,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=438&type=A
440,Zawadzki Ryszard,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=439&type=A
441,Zawiślak Sławomir,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=440&type=A
442,Zbonikowski Łukasz,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=441&type=A
443,Zbrzyzny Ryszard,SLD,sekretarz klubu,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=442&type=A
444,Zgorzelski Piotr,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=444&type=A
445,Zieliński Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=445&type=A
446,Zieliński Maciej,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=446&type=A
447,Ziemniak Wojciech,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=447&type=A
448,Ziętek Jerzy,niez.,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=448&type=A
449,Ziobro Jan,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=449&type=A
450,Ziobro Kazimierz,ZP,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=450&type=A
451,Zuba Maria,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=452&type=A
452,Zubowski Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=453&type=A
453,Zych Józef,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=454&type=A
454,Żalek Jacek,ZP,wiceprzewodniczący klubu,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=456&type=A
455,Żelichowski Stanisław,PSL,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=457&type=A
456,Żmijan Stanisław,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=458&type=A
457,Żmuda-Trzebiatowska Ewa,PO,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=459&type=A
458,Żyżyński Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=460&type=A
